"Contract / Blanket #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"22-448DOIT-TELEC-P-48067","","SYNDEO E-rate Round 4 Fiber Circuits","Syndeo Networks, Inc","A","$23,400.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/09/2023","03/08/2030"
"22-448DOIT-TELEC-P-48065","","DELTA E-rate Round 4 Fiber Circuits","Delta Communications, LLC","A","$302,712.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/09/2023","03/08/2030"
"22-448DOIT-TELEC-P-38134","","Sole Source-10 Yr Maint on Level 3","LEVEL 3 COMMUNICATIONS LLC","D","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","06/16/2022","01/31/2031"
"22-448DOIT-TELEC-P-37493","","JPMC Emergency Notice - Radio Main etc 2","Motorola Solutions Inc.","E","$742,507.85","DoIT - Department of Innovation and Technology","3PS - Sent","04/01/2022","12/30/2023"
"22-448DOIT-TELEC-P-36978","","Equinix Contract 36 months - Sole Source","Equinix, Inc.","D","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","05/01/2022","04/30/2025"
"22-448DOIT-TELEC-P-33022","","JPMC Emergency Notice - Presidio Cisco","Presidio Networked Solutions LLC","E","$40,698,780.97","DoIT - Department of Innovation and Technology","3PS - Sent","12/29/2021","06/20/2023"
"22-448DOIT-SEC44-P-39151","","JPMC BeyondTrust for Software & Services","SHI International Corp.","A","$2,716,016.45","DoIT - Department of Innovation and Technology","3PS - Sent","07/15/2022","07/14/2032"
"22-448DOIT-INFOT-P-37058","","Informatica Software and Services","CDW GOVERNMENT LLC","A","$3,961,953.90","DoIT - Department of Innovation and Technology","3PS - Sent","02/14/2022","02/13/2027"
"22-448DOIT-APP44-P-40213","","JPMC - Google Products and Services","Resultant, LLC","A","$4,338,183.41","DoIT - Department of Innovation and Technology","3PS - Sent","09/27/2022","09/26/2032"
"22-448DOIT-APP44-P-32744","","JPMC DOIT Micro Focus Professional  Svcs","MATRIX SYSTEMS GROUP, INC","A","$792,400.00","DoIT - Department of Innovation and Technology","3PS - Sent","12/29/2021","12/28/2031"
"22-448DOIT-APP44-P-32135","","JPMC DOIT Micro Focus Software & Main","MATRIX SYSTEMS GROUP, INC","A","$7,357,045.12","DoIT - Department of Innovation and Technology","3PS - Sent","12/16/2021","12/15/2031"
"22-448DOIT-ADMIN-P-51169","","Fujitsu HW, SW, and Maint - (SEFS)","Fujitsu Network Communications","D","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","05/17/2023","05/16/2028"
"22-448DOIT-ADMIN-P-41028","","PB JPMC IT Research and Advisory FY23","Gartner, Inc.","B","$2,473,293.83","DoIT - Department of Innovation and Technology","3PS - Sent","09/02/2022","09/01/2023"
"22-448DOIT-ADMIN-P-39367","","JPMC - HPe Servers and Equipment","SHI International Corp.","A","$1,798,605.06","DoIT - Department of Innovation and Technology","3PS - Sent","12/16/2022","12/15/2032"
"22-448DOIT-ADMIN-P-37731","","NetMotion Software Licenses Agreement","AT&T Mobility National Accounts, LLC","A","$1,327,379.19","DoIT - Department of Innovation and Technology","3PS - Sent","05/09/2022","05/08/2032"
"22-448DOIT-ADMIN-P-34618","","Vero Fiber Networks - E-Rate Round 3","Vero Fiber Networks","A","$3,168,000.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34617","","CIRBN - E-Rate Round 3","CIRBN LLC","A","$39,970.44","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34616","","Adams Telsystems - E-Rate Round 3","Adams TelSystems, Inc. ","A","$16,500.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34615","","Comcast - E-Rate Round 3","Comcast Business","A","$4,890,300.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34614","","iFiber - E-Rate Round 3","Illinois Fiber Resources Group D/B/A iFiber","A","$153,900.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/21/2022","03/20/2028"
"22-448DOIT-ADMIN-P-34613","","Madison Network Sys Inc E-Rate Round 3 ","Madison Network Systems, Inc.","A","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34612","","Missouri Network - E-Rate Round 3","Missouri Network Alliance, LLC","A","$253,880.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34611","","MCC Network Serv - E-Rate Round 3","MCC Network Services, LLC","A","$476,600.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34610","","Consolidated Comm. - E-Rate Round 3","Consolidated Communications Enterprise Services, Inc","A","$90,000.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34608","","Wabash E-Rate Round 3","Wabash Independent Networks, Inc","A","$470,300.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34607","","MTC - E-Rate Round 3","MTC Communications Inc","A","$30,447.48","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34606","","AT&T - E-Rate Round 3","AT & T Corp","A","$348,361.44","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34605","","Stratus - E-Rate Round 3 ","Stratus Networks, Inc.","A","$51,600.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34604","","Delta Comm, LLC - E-Rate Round 3 ","Delta Communications, LLC","A","$234,594.50","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2022","03/17/2028"
"22-448DOIT-ADMIN-P-34240","","IBM GSA IT Schedule 70 - 2022-2025","International Business Machines Corporation","B","$44,725,698.37","DoIT - Department of Innovation and Technology","3PS - Sent","03/11/2022","03/10/2025"
"22-444DHS-REHAB-P-37749","","FY22-DRS5-MJV-postage meter","T F Walz Inc","C","$0.00","DHS - Human Services","3PS - Sent","05/29/2022","05/28/2027"
"22-444DHS-MIS44-P-31754","","FY22-HSIT-JG-Skyward","Skyward, Inc.","C","$0.00","DHS - Human Services","3PS - Sent","09/01/2021","06/30/2024"
"22-444DHS-MIS44-P-30950","","FY22-HSIT-JG-Dining Mgr Licenses","Health Technologies, Inc","C","$0.00","DHS - Human Services","3PS - Sent","11/01/2021","10/31/2023"
"22-444DHS-MENTH-P-27117","","FY22-HS59-BEN-JOINT COMM","The Joint Commission","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2021","06/30/2024"
"22-444DHS-MENTH-P-26805","","FY22-HS59-BEN-Glass Repair","Clarion Construction, Inc.","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2020","06/30/2023"
"22-444DHS-MENTH-P-26803","","FY22-HS59-BEN-Steamfitter Svcs","The Stone Group","A","$0.00","DHS - Human Services","3PS - Sent","12/19/2020","06/30/2025"
"22-444DHS-MENTH-P-26801","","FY22-HS59-BEN-Elevator R&M","PARKWAY ELEVATORS INC.","A","$0.00","DHS - Human Services","3PS - Sent","11/23/2020","06/30/2025"
"22-444DHS-MENTH-P-26404","","FY22-HS59-BEN-Data Analysis Svcs","National Association of State Mental Health Program Directors","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2020","06/30/2023"
"22-444DHS-ISDIS-P-29916","","DRS5-FY22-MDR-Generator","AKSA USA Central","C","$0.00","DHS - Human Services","3PS - Sent","12/17/2020","06/30/2023"
"22-444DHS-ISDIS-P-27424","","FY22-DRS4-MDR-Bus  GRF ISD","Midwest Bus Sales Inc.","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2020","06/30/2023"
"22-444DHS-ISDIS-P-27359","","FY22-DRS5-MDR-ISVI bus GRF","Midwest Bus Sales Inc.","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2020","06/30/2023"
"22-444DHS-ISDIS-P-27329","","DHS - IFB ISVI School Bus Lease - GRF","Midwest Bus Sales Inc.","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2020","06/30/2023"
"22-444DHS-ISDIS-P-27267","","FY22-DRS4-MDR-Scott Bros ISD","SCOTT BROS ELECTRIC LLC","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2018","06/30/2023"
"22-444DHS-ISDIS-P-26547","","FY22-DRS5-MDR-Doyle P/H","Doyle Plumbing & Heating Company","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2021","06/30/2026"
"22-444DHS-ISDIS-P-26545","","FY22-DRS4-MDR-Barnard","Barnard Elevator of Quincy","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2021","06/30/2026"
"22-444DHS-ISDIS-P-26539","","FY22-DRS4-MDR-Prairie State","Prairie State Plumbing & Heating Inc.","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2018","06/30/2023"
"22-444DHS-DEVDI-P-27192","","FY22-HS45-DR-Emergency Battery Bank","S.E.P.S., INC","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2021","06/30/2024"
"22-444DHS-DEVDI-P-27175","","FY22-HS45-DR-Off Grounds Storage","J & L Contractors, Inc,","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2021","06/30/2026"
"22-444DHS-DEVDI-P-26376","","FY22 IFB KILEY Plumbing Maintenance ","Fidelity Plumbing LLC","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2021","06/30/2026"
"22-444DHS-DEVDI-P-26360","","FY22 DHS IFB  Kiley  Laundry Services","Kalco Laundry","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2020","06/30/2025"
"22-444DHS-DEVDI-P-26268","","FY22 IFB Kiley- Snow Removal ","Buss Landscape Company Inc","C","$0.00","DHS - Human Services","3PS - Sent","10/13/2020","06/30/2025"
"22-444DHS-DEVDI-P-26255","","FY22 DHS IFB Kiley Sprinkler System ","Contech Co","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2020","06/30/2025"
"22-444DHS-DEVDI-P-26130","","FY23 DHS IFB Kiley Fire Alarm ","RELIABLE FIRE EQUIPMENT CO","C","$0.00","DHS - Human Services","3PS - Sent","07/01/2019","06/30/2024"
"22-444DHS-DEVDI-P-25866","","DHS-IFB-Laundry Serv Ludeman FY20","Kalco Laundry","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2019","06/30/2024"
"22-440DFPR-PROFR-P-28958","","JPA EMERGENCY NOTICE S2S System","Bio-Tech Medical Software","E","$0.00","FPR - Department of Financial and Professional Regulation","3PS - Sent","08/01/2021","10/31/2023"
"22-426DOC-SOURC-P-31216","","ICI - Milk and juice Non-Fat  Dry Milk 48-Mo. Hill and Vandalia CCs","BIANCHI MILLING ENTERPRISES, INC.","A","$79,380.00","DOC - Corrections","3PS - Sent","05/12/2021","05/11/2025"
"22-426DOC-SOURC-P-29251","","ICI - Western Chicken Trim 36 Mo.","Advanced Commodities, Inc.","A","$4,156,992.00","DOC - Corrections","3PS - Sent","08/03/2021","08/02/2024"
"22-426DOC-ROBIN-P-30558","","IDOC - ROB - Cable Television - LF","Friendship Cable of Texas, Inc.","A","$0.00","DOC - Corrections","3PS - Sent","01/01/2017","12/31/2026"
"22-426DOC-JOLIE-P-40221","","Incentive Item Contract - JITC","Black Dog Foods, LLC","C","$1,493.35","DOC - Corrections","3PS - Sent","04/22/2022","04/21/2025"
"22-426DOC-ICIDI-P-36954","","58DIX(ICI) OPTICAL LENSES","Essilor of America Inc DBA Shore Lens Co","C","$29,913.64","DOC - Corrections","3PS - Sent","06/01/2022","05/31/2024"
"22-426DOC-HILLC-P-36025","","IDOC - Milk and Juice ","Advanced Commodities, Inc.","A","$5,115,091.18","DOC - Corrections","3PS - Sent","05/01/2022","04/30/2024"
"22-426DOC-DIXON-P-43904","","58DIX EYEGLASS FRAMES CLEAR AND SECURITY-MK","CAPRI OPTICS INC","A","$9,838.40","DOC - Corrections","3PS - Sent","12/15/2022","12/14/2027"
"22-426DOC-DIXON-P-43903","","58DIX EYEGLASS FRAMES CLEAR AND SECURITY-MK","Solo Bambini","A","$15,633.00","DOC - Corrections","3PS - Sent","12/15/2022","12/14/2027"
"22-426DOC-CENTO-P-37811","","IDOC - CHEMICAL MUNITIONS AND DISTRACTION DEVICES - JTW","RAY O'HERRON CO., INC.","A","$30,383.88","DOC - Corrections","3PS - Sent","05/04/2021","05/04/2024"
"22-426DOC-CENTO-P-35509","","IDOC - CHEMICAL MUNITIONS AND DISTRACTION DEVICES - JTW","RAY O'HERRON CO., INC.","A","$0.00","DOC - Corrections","3PS - Sent","05/04/2021","05/04/2024"
"22-426DOC-CENTO-P-32103","","IDOC - Prepaid Gift Cards - JTW","Group O","A","$0.00","DOC - Corrections","3PS - Sent","04/20/2021","04/20/2024"
"22-426DOC-CENTO-P-30799","","Plastic refillable bottles for laundry detergent for individuals in custody","BBE Janitorial Supply","A","$35,954.50","DOC - Corrections","3PS - Sent","10/08/2021","10/07/2026"
"22-426DOC-CENTO-P-28982","","IDOC - ADA Watches - SPEC - JTW","Circa Tempus, LLC","C","$95,970.00","DOC - Corrections","3PS - Sent","08/03/2021","06/30/2023"
"22-425DJJ-GENER-P-43645","","IFB - Clothing/Uniforms for IDJJ Youth  ","ROI MARKETING COMPANY INC.","A","$0.00","DJJ - Department of Juvenile Justice","3PS - Sent","12/01/2022","11/30/2026"
"22-416CMS-LEAS4-P-46603","","CMS Lease 6818 RFI Aurora","Aurora QOF, L.L.C.","G","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2023","05/31/2028"
"22-416CMS-LEAS4-P-45270","","CMS 6807 RFI DHS CHICAGO","Much-Musikantow Co.","G","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2023","12/31/2027"
"22-416CMS-LEAS4-P-44897","","CMS 6786 RFI for DoIT Springfield","Springfield Partners V LLC","G","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2023","03/31/2028"
"22-416CMS-LEAS4-P-44287","","CMS 6454 AWARD DHS DCFS DVA Harrisburg","Cooper Enterprises","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2022","11/30/2027"
"22-416CMS-LEAS4-P-41992","","CMS 6294 AWARD NOTICE IDES CHICAGO","American Heritage Investment LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2022","09/30/2024"
"22-416CMS-LEAS4-P-41930","","CMS 6782 RFI Jerseyville ","Conan Li","G","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2023","03/31/2028"
"22-416CMS-LEAS4-P-41342","","CMS 6791 RFI Champaign","GA HC REIT II CHAMPAIGN MOB LLC","G","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2022","10/31/2027"
"22-416CMS-LEAS4-P-38946","","CMS 6422 WARD NOTICE ISP MACOMB","Charles E &/or Lynn M Lotz","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2022","07/31/2027"
"22-416CMS-LEAS4-P-38309","","CMS 6471 AWARD NOTICE HFS SPRINGFIELD","MGR Springfield Partners, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2022","10/31/2027"
"22-416CMS-LEAS4-P-37854","","CMS 6436 AWARD NOTICE  DHS BELLEVILLE","klemme,alesia","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2022","09/30/2027"
"22-416CMS-LEAS4-P-37847","","CMS 6668 AWARD NOTICE EPA MARION","Marion Self Storage ","M","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2022","08/31/2027"
"22-416CMS-LEAS4-P-37833","","CMS 4831 AWARD NOTICE ISP QUINCY","Guardtree Limited","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2023","12/31/2027"
"22-416CMS-LEAS4-P-37238","","CMS 6450 AWARD NOTICE DHS JERSEYVILLE","Yellow Rose Land Company LTD","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2022","06/30/2027"
"22-416CMS-LEAS4-P-37206","","CMS 6460 AWARD NOTICE DHS DNR MT CARMEL","Dee Holdings, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2022","11/30/2027"
"22-416CMS-LEAS4-P-37151","","CMS 3986 AWARD NOTICE IDES JOLIET","John Bays","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2022","06/30/2027"
"22-416CMS-LEAS4-P-37103","","CMS L6474 AWARD NOTICE DHHC SPRINGFIELD","KAUFWALT LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2022","05/31/2027"
"22-416CMS-LEAS4-P-36946","","CMS 4334 AWARD NOTICE ISP JOLIET","John Bays","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2022","06/30/2027"
"22-416CMS-LEAS4-P-36942","","CMS L6384 AWARD NOTICE DHS CHICAGO","Imperial Plaza LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2022","05/31/2027"
"22-416CMS-LEAS4-P-36897","","CMS 6600 AWARD NOTICE DHS SKOKIE","THE KLAIRMONT FAMILY LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2022","05/31/2027"
"22-416CMS-LEAS4-P-35971","","CMS 6438 AWARD NOTICE DHS PRINCETON","Tyrone Johnson","M","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2022","05/31/2027"
"22-416CMS-LEAS4-P-35677","","CMS 6423 LEASE AWARD DOC EFFINGHAM","Gylkin Enterprises LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2022","04/30/2027"
"22-416CMS-LEAS4-P-35227","","CMS 4929 AWARD NOTICE DHS FORD CITY","Ford City East LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2022","04/30/2027"
"22-416CMS-LEAS4-P-35224","","CMS 6407  AWARD NOTICE DHS WAUKEGAN","Weinfield FamilyY lP","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2022","04/01/2027"
"22-416CMS-LEAS4-P-35217","","CMS 6439 AWARD NOTICE DHS JACKSONVILLE","Colony South LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2022","03/31/2027"
"22-416CMS-LEAS4-P-34256","","CMS 6434 AWARD NOTICE DCFS METROPOLIS","J. M. Walters & Son, Inc.","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2022","03/31/2027"
"22-416CMS-LEAS4-P-34071","","CMS 6424 AWARD NOTICE DHS BLOOMINGTON","Stephen Snyder","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2022","04/30/2027"
"22-416CMS-LEAS4-P-34069","","CMS 6431 AWARD NOTICE DHS SYCAMORE","S.K.Martin Entp. Inc.","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2022","02/28/2027"
"22-416CMS-LEAS4-P-34068","","CMS 6810 AWARD NOTICE DVA ELGIN","Dyn Rockford, L.L.C.","M","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2022","05/21/2027"
"22-416CMS-LEAS4-P-34067","","CMS 6271 AWARD NOTICE DHS OTTAWA","McKinley Investors Limited Partnership","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2022","02/28/2027"
"22-416CMS-LEAS4-P-34065","","CMS 6386 AWARD NOTICE DPH BELLWOOD","Chicago Title","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2022","03/31/2027"
"22-416CMS-LEAS4-P-34064","","CMS 6764 RFI COLLINSVILLE AREA","Retko Group, LLC","G","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2022","09/30/2027"
"22-416CMS-LEAS4-P-34061","","CMS 6317 AWARD NOTICE DHS CHICAGO","ashland 59th LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2022","02/28/2027"
"22-416CMS-LEAS4-P-33592","","CMS 6021 Notice Award DHS Blue Island","WIRETON 3301 LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2022","02/28/2027"
"22-416CMS-LEAS4-P-33503","","CMS 6817AWARD NOTICE DVA SPRINGFIELD","MGR Springfield Partners, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2022","01/31/2027"
"22-416CMS-LEAS4-P-33396","","CMS 6418 AWARD NOTICE DCFSDHSHFS CHICAGO","Foxboro Properties LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2022","03/31/2027"
"22-416CMS-LEAS4-P-33252","","CMS 4286 AWARD NOTICE DHS Chicago","8840 S Stony Island LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2022","01/31/2027"
"22-416CMS-LEAS4-P-32745","","CMS 6286 NOA DCEO Spfld","Illinois Building","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2022","12/31/2023"
